Data,Zamkniecie
2011-04-26,9.669
2011-04-27,9.62
2011-04-28,9.4718
2011-04-29,8.9593
2011-05-02,8.565
2011-05-04,8.9198
2011-05-05,8.8705
2011-05-06,8.772
2011-05-09,8.7818
2011-05-10,8.8311
2011-05-11,9.1761
2011-05-12,9.117
2011-05-13,8.9888
2011-05-16,8.8903
2011-05-17,8.4862
2011-05-18,8.7818
2011-05-19,9.0578
2011-05-20,8.9691
2011-05-23,8.5256
2011-05-24,8.565
2011-05-25,8.2102
2011-05-26,8.2792
2011-05-27,8.427
2011-05-30,8.5946
2011-05-31,8.8016
2011-06-01,8.7424
2011-06-02,8.6734
2011-06-03,8.3777
2011-06-06,8.2595
2011-06-07,8.2693
2011-06-08,8.0919
2011-06-09,7.54
2011-06-10,7.7864
2011-06-13,7.9145
2011-06-14,8.0821
2011-06-15,7.8258
2011-06-16,7.678
2011-06-17,7.5794
2011-06-20,7.2147
2011-06-21,7.3428
2011-06-22,7.2344
2011-06-24,6.9979
2011-06-27,6.4952
2011-06-28,6.2685
2011-06-29,7.2936
2011-06-30,7.3921
2011-07-01,7.2936
2011-07-04,7.0669
2011-07-05,6.7022
2011-07-06,6.4558
2011-07-07,6.9683
2011-07-08,6.8008
2011-07-11,6.8993
2011-07-12,7.0472
2011-07-13,7.3428
2011-07-14,7.2443
2011-07-15,7.0767
2011-07-18,6.8205
2011-07-19,6.9092
2011-07-20,6.8599
2011-07-21,6.9486
2011-07-22,6.9979
2011-07-25,6.9585
2011-07-26,6.9486
2011-07-27,6.7219
2011-07-28,6.8303
2011-07-29,6.7022
2011-08-01,6.1897
2011-08-02,5.7757
2011-08-03,5.2238
2011-08-04,4.5831
2011-08-05,4.5831
2011-08-08,4.9577
2011-08-09,5.1646
2011-08-10,4.9379
2011-08-11,5.2139
2011-08-12,5.3223
2011-08-16,5.3322
2011-08-17,5.2632
2011-08-18,4.5338
2011-08-19,4.6817
2011-08-22,4.9774
2011-08-23,5.0464
2011-08-24,5.0759
2011-08-25,5.0266
2011-08-26,5.1055
2011-08-29,5.1055
2011-08-30,4.9872
2011-08-31,5.0266
2011-09-01,4.8295
2011-09-02,4.8
2011-09-05,4.4353
2011-09-06,4.4747
2011-09-07,4.6324
2011-09-08,4.5437
2011-09-09,4.3269
2011-09-12,3.9425
2011-09-13,3.7453
2011-09-14,3.6074
2011-09-15,3.8932
2011-09-16,4.0213
2011-09-19,3.7651
2011-09-20,3.9129
2011-09-21,3.8439
2011-09-22,3.5088
2011-09-23,3.4497
2011-09-26,3.4891
2011-09-27,3.4102
2011-09-28,3.4102
2011-09-29,3.5482
2011-09-30,3.5285
2011-10-03,3.4201
2011-10-04,3.3215
2011-10-05,3.6074
2011-10-06,3.6961
2011-10-07,3.8045
2011-10-10,4.11
2011-10-11,4.1199
2011-10-12,4.1593
2011-10-13,3.9917
2011-10-14,4.0312
2011-10-17,3.9917
2011-10-18,4.0213
2011-10-19,4.0805
2011-10-20,3.9129
2011-10-21,4.3761
2011-10-24,5.0661
2011-10-25,4.8591
2011-10-26,5.0956
2011-10-27,5.6673
2011-10-28,5.6377
2011-10-31,5.3815
2011-11-02,5.3026
2011-11-03,5.5489999999999995
2011-11-04,5.4997
2011-11-07,5.5687
2011-11-08,5.6082
2011-11-09,5.3223
2011-11-10,5.4209
2011-11-14,5.5983
2011-11-15,5.4997
2011-11-16,5.6969
2011-11-17,5.5786
2011-11-18,5.4505
2011-11-21,4.9281
2011-11-22,4.9084
2011-11-23,4.7211
2011-11-24,4.9182
2011-11-25,5.0759
2011-11-28,5.3913
2011-11-29,5.1942
2011-11-30,4.9774
2011-12-01,5.0266
2011-12-02,5.0069
2011-12-05,5.1252
2011-12-06,4.9281
2011-12-07,4.9577
2011-12-08,4.8492
2011-12-09,4.9281
2011-12-12,4.8492
2011-12-13,4.8492
2011-12-14,4.8197
2011-12-15,4.8788
2011-12-16,4.8197
2011-12-19,4.8689
2011-12-20,5.0661
2011-12-21,5.1843
2011-12-22,5.1055
2011-12-23,5.0562
2011-12-27,5.0168
2011-12-28,4.9774
2011-12-29,5.1252
2011-12-30,5.1942
2012-01-02,5.2041
2012-01-03,5.0858
2012-01-04,5.0759
2012-01-05,5.0562
2012-01-09,5.0562
2012-01-10,5.1548
2012-01-11,5.0956
2012-01-12,5.1745
2012-01-13,5.0562
2012-01-16,5.0562
2012-01-17,5.1351
2012-01-18,5.1646
2012-01-19,5.1745
2012-01-20,5.1646
2012-01-23,5.8644
2012-01-24,5.9925
2012-01-25,5.962999999999999
2012-01-26,6.0517
2012-01-27,6.0024
2012-01-30,5.9728
2012-01-31,5.9827
2012-02-01,6.0714
2012-02-02,6.0418
2012-02-03,6.1207
2012-02-06,6.1601
2012-02-07,6.1207
2012-02-08,6.1798
2012-02-09,6.0615
2012-02-10,5.825
2012-02-13,5.825
2012-02-14,5.894
2012-02-15,5.7264
2012-02-16,5.7856
2012-02-17,5.8546
2012-02-20,5.9038
2012-02-21,5.9334
2012-02-22,5.9038
2012-02-23,5.8447
2012-02-24,5.825
2012-02-27,5.7363
2012-02-28,5.8151
2012-02-29,5.7856
2012-03-01,5.7166
2012-03-02,5.6279
2012-03-05,5.48
2012-03-06,5.3322
2012-03-07,5.4603
2012-03-08,5.8841
2012-03-09,6.0024
2012-03-12,5.8546
2012-03-13,5.8546
2012-03-14,5.9433
2012-03-15,6.3079
2012-03-16,6.4854
2012-03-19,6.5346
2012-03-20,6.4065
2012-03-21,6.4262
2012-03-22,6.0123
2012-03-23,6.2587
2012-03-26,6.5051
2012-03-27,6.6431
2012-03-28,6.7022
2012-03-29,6.6726
2012-03-30,6.8205
2012-04-02,6.6233
2012-04-03,6.5149
2012-04-04,6.2094
2012-04-05,6.4361
2012-04-10,6.0911
2012-04-11,6.1897
2012-04-12,6.3079
2012-04-13,6.2587
2012-04-16,6.2587
2012-04-17,5.9531
2012-04-18,6.0813
2012-04-19,5.9433
2012-04-20,5.825
2012-04-23,5.1252
2012-04-24,5.2829
2012-04-25,5.273
2012-04-26,5.1745
2012-04-27,5.3026
2012-04-30,5.4702
2012-05-02,5.3125
2012-05-04,4.9872
2012-05-07,5.0266
2012-05-08,5.1745
2012-05-09,5.1252
2012-05-10,5.0759
2012-05-11,5.0562
2012-05-14,4.9281
2012-05-15,4.731
2012-05-16,4.7014
2012-05-17,4.6718
2012-05-18,4.731
2012-05-21,4.7112
2012-05-22,4.5831
2012-05-23,4.3269
2012-05-24,4.3367
2012-05-25,4.4353
2012-05-28,4.4747
2012-05-29,4.5831
2012-05-30,4.455
2012-05-31,4.5338
2012-06-01,4.5733
2012-06-04,4.5733
2012-06-05,4.5733
2012-06-06,4.6817
2012-06-08,4.6324
2012-06-11,4.6324
2012-06-12,4.6028
2012-06-13,4.4846
2012-06-14,4.4747
2012-06-15,4.5831
2012-06-18,4.6127
2012-06-19,4.8098
2012-06-20,4.7802
2012-06-21,4.9675
2012-06-22,4.9379
2012-06-25,4.8394
2012-06-26,4.9182
2012-06-27,4.8985
2012-06-28,4.9281
2012-06-29,5.0562
2012-07-02,4.8591
2012-07-03,4.8
2012-07-04,4.6521
2012-07-05,4.6521
2012-07-06,4.593
2012-07-09,4.7408
2012-07-10,4.6521
2012-07-11,4.3466
2012-07-12,4.5141
2012-07-13,4.6324
2012-07-16,4.524
2012-07-17,4.5338
2012-07-18,4.6225
2012-07-19,4.6423
2012-07-20,4.6915
2012-07-23,4.5535
2012-07-24,4.662
2012-07-25,4.5437
2012-07-26,4.5634
2012-07-27,4.5043
2012-07-30,4.4846
2012-07-31,4.4254
2012-08-01,4.4156
2012-08-02,4.4156
2012-08-03,4.4747
2012-08-06,4.4846
2012-08-07,4.4451
2012-08-08,4.4254
2012-08-09,4.5535
2012-08-10,4.524
2012-08-13,4.4944
2012-08-14,4.4944
2012-08-16,4.524
2012-08-17,4.4944
2012-08-20,4.4747
2012-08-21,4.455
2012-08-22,4.524
2012-08-23,4.4846
2012-08-24,4.4451
2012-08-27,4.4944
2012-08-28,4.455
2012-08-29,4.386
2012-08-30,4.4451
2012-08-31,4.386
2012-09-03,4.3663
2012-09-04,4.2874
2012-09-05,4.2184
2012-09-06,4.3564
2012-09-07,4.386
2012-09-10,4.3269
2012-09-11,4.386
2012-09-12,4.6915
2012-09-13,4.6324
2012-09-14,4.8
2012-09-17,4.7901
2012-09-18,4.7605
2012-09-19,4.8295
2012-09-20,4.8689
2012-09-21,4.9971
2012-09-24,5.0365
2012-09-25,5.1153
2012-09-26,5.0266
2012-09-27,5.2336
2012-09-28,5.1351
2012-10-01,5.1646
2012-10-02,5.1745
2012-10-03,5.1942
2012-10-04,5.3223
2012-10-05,5.3223
2012-10-08,5.2533
2012-10-09,5.273
2012-10-10,5.2336
2012-10-11,5.3913
2012-10-12,5.4012
2012-10-15,5.4307
2012-10-16,5.4307
2012-10-17,5.4406
2012-10-18,5.4702
2012-10-19,5.4406
2012-10-22,5.1843
2012-10-23,5.0759
2012-10-24,5.1055
2012-10-25,5.1449
2012-10-26,5.0266
2012-10-29,5.1252
2012-10-30,5.1646
2012-10-31,5.1942
2012-11-02,5.3125
2012-11-05,5.2533
2012-11-06,5.1942
2012-11-07,5.1745
2012-11-08,5.1351
2012-11-09,5.1055
2012-11-12,5.1646
2012-11-13,5.2041
2012-11-14,5.3223
2012-11-15,5.3026
2012-11-16,5.617999999999999
2012-11-19,5.7461
2012-11-20,6.0615
2012-11-21,5.9038
2012-11-22,5.8644
2012-11-23,5.9531
2012-11-26,6.2094
2012-11-27,6.2488
2012-11-28,6.0517
2012-11-29,6.101
2012-11-30,5.9925
2012-12-03,6.0024
2012-12-04,6.101
2012-12-05,6.0911
2012-12-06,6.1108
2012-12-07,6.1108
2012-12-10,6.1108
2012-12-11,6.2587
2012-12-12,6.3769
2012-12-13,6.2094
2012-12-14,6.1798
2012-12-17,6.1601
2012-12-18,6.1404
2012-12-19,6.2784
2012-12-20,6.1798
2012-12-21,6.0517
2012-12-27,6.17
2012-12-28,6.1108
2013-01-02,6.5051
2013-01-03,6.6431
2013-01-04,6.5445
2013-01-07,6.6036
2013-01-08,6.6036
2013-01-09,6.5741
2013-01-10,6.5642
2013-01-11,6.4065
2013-01-14,6.239
2013-01-15,6.1404
2013-01-16,6.3967
2013-01-17,6.4558
2013-01-18,6.6036
2013-01-21,6.5938
2013-01-22,6.5741
2013-01-23,6.5543
2013-01-24,6.5642
2013-01-25,6.5248
2013-01-28,6.5346
2013-01-29,6.5346
2013-01-30,6.5248
2013-01-31,6.6233
2013-02-01,6.6529
2013-02-04,6.8993
2013-02-05,6.9585
2013-02-06,6.781000000000001
2013-02-07,6.8599
2013-02-08,6.85
2013-02-11,7.0472
2013-02-12,7.2246
2013-02-13,7.1753
2013-02-14,7.057
2013-02-15,7.2147
2013-02-18,7.3231
2013-02-19,7.2443
2013-02-20,7.0964
2013-02-21,7.0767
2013-02-22,7.2344
2013-02-25,7.2443
2013-02-26,7.1063
2013-02-27,7.1753
2013-02-28,7.2246
2013-03-01,7.1457
2013-03-04,7.2049
2013-03-05,7.4907
2013-03-06,7.5301
2013-03-07,7.6188
2013-03-08,7.5892
2013-03-11,7.5892
2013-03-12,7.5892
2013-03-13,7.402
2013-03-14,7.5892
2013-03-15,7.5301
2013-03-18,7.5301
2013-03-19,7.2837
2013-03-20,7.1654
2013-03-21,7.0176
2013-03-22,6.8796
2013-03-25,6.8402
2013-03-26,6.7515
2013-03-27,6.7515
2013-03-28,6.7712
2013-04-02,6.6233
2013-04-03,6.4361
2013-04-04,6.4065
2013-04-05,6.712000000000001
2013-04-08,6.8008
2013-04-09,6.6332
2013-04-10,6.8008
2013-04-11,6.8205
2013-04-12,6.8205
2013-04-15,6.781000000000001
2013-04-17,6.6529
2013-04-18,6.5642
2013-04-19,6.5642
2013-04-22,6.5543
2013-04-23,6.4656
2013-04-24,6.6233
2013-04-25,6.7022
2013-04-26,7.0767
2013-04-29,7.2936
2013-04-30,7.4315
2013-05-02,7.3034
2013-05-06,7.1457
2013-05-07,7.5892
2013-05-08,7.5991
2013-05-09,7.6878
2013-05-10,7.6977
2013-05-13,7.5892
2013-05-14,7.5794
2013-05-15,7.4217
2013-05-16,7.4611
2013-05-17,7.5695
2013-05-20,7.8849
2013-05-21,7.8357
2013-05-22,7.9539
2013-05-23,7.9539
2013-05-24,8.2792
2013-05-27,8.427
2013-05-28,8.496
2013-05-29,8.6636
2013-05-31,8.6636
2013-06-03,8.5256
2013-06-04,8.6241
2013-06-05,8.5453
2013-06-06,8.565
2013-06-07,8.6241
2013-06-10,8.8213
2013-06-11,8.8607
2013-06-12,9.3831
2013-06-13,9.1859
2013-06-14,9.3634
2013-06-17,9.3535
2013-06-18,9.2155
2013-06-19,8.8311
2013-06-20,8.427
2013-06-21,8.3876
2013-06-24,8.5354
2013-06-25,8.8705
2013-06-26,8.9691
2013-06-27,9.0578
2013-06-28,9.117
2013-07-01,9.0677
2013-07-02,8.8607
2013-07-03,8.841000000000001
2013-07-04,9.0677
2013-07-05,8.9691
2013-07-08,8.9593
2013-07-09,8.9198
2013-07-10,8.9001
2013-07-11,9.2549
2013-07-12,9.1859
2013-07-15,9.1564
2013-07-16,9.0677
2013-07-17,9.0677
2013-07-18,9.1958
2013-07-19,9.4619
2013-07-22,9.3535
2013-07-23,9.4619
2013-07-24,9.4126
2013-07-25,9.4225
2013-07-26,9.689
2013-07-29,10.497
2013-07-30,10.526
2013-07-31,10.546
2013-08-01,10.152000000000001
2013-08-02,10.231
2013-08-05,10.3
2013-08-06,10.27
2013-08-07,10.349
2013-08-08,10.448
2013-08-09,10.517000000000001
2013-08-12,10.536
2013-08-13,10.901
2013-08-14,11.137
2013-08-16,11.128
2013-08-19,10.921
2013-08-20,10.743
2013-08-21,11.472999999999999
2013-08-22,11.827
2013-08-23,11.915999999999999
2013-08-26,11.550999999999998
2013-08-27,11.245999999999999
2013-08-28,11.63
2013-08-29,12.34
2013-08-30,12.192
2013-09-02,12.015
2013-09-03,12.212
2013-09-04,11.995
2013-09-05,11.877
2013-09-06,12.251
2013-09-09,12.270999999999999
2013-09-10,12.172
2013-09-11,12.754000000000001
2013-09-12,13.158
2013-09-13,13.552
2013-09-16,13.395
2013-09-17,13.503
2013-09-18,13.355
2013-09-19,13.552
2013-09-20,13.562000000000001
2013-09-23,13.454
2013-09-24,13.542
2013-09-25,14.38
2013-09-26,14.577
2013-09-27,14.587
2013-09-30,14.645999999999999
2013-10-01,14.686
2013-10-02,14.696
2013-10-03,14.607000000000001
2013-10-04,14.686
2013-10-07,14.527999999999999
2013-10-08,14.341
2013-10-09,13.975999999999999
2013-10-10,14.538
2013-10-11,14.262
2013-10-14,14.272
2013-10-15,14.045
2013-10-16,13.985999999999999
2013-10-17,13.789000000000001
2013-10-18,13.995999999999999
2013-10-21,14.39
2013-10-22,14.193
2013-10-23,14.262
2013-10-24,14.290999999999999
2013-10-25,14.686
2013-10-28,14.735
2013-10-29,14.774000000000001
2013-10-30,15.149000000000001
2013-10-31,15.277000000000001
2013-11-04,15.642000000000001
2013-11-05,15.552999999999999
2013-11-06,15.523
2013-11-07,15.425
2013-11-08,15.277000000000001
2013-11-12,15.504000000000001
2013-11-13,15.08
2013-11-14,15.376
2013-11-15,15.376
2013-11-18,15.307
2013-11-19,15.08
2013-11-20,15.325999999999999
2013-11-21,16.154
2013-11-22,16.262999999999998
2013-11-25,16.657
2013-11-26,16.608
2013-11-27,16.608
2013-11-28,16.361
2013-11-29,16.509
2013-12-02,16.184
2013-12-03,16.204
2013-12-04,15.967
2013-12-05,15.957
2013-12-06,16.016
2013-12-09,16.135
2013-12-10,16.204
2013-12-11,16.115
2013-12-12,15.76
2013-12-13,15.376
2013-12-16,16.115
2013-12-17,16.115
2013-12-18,16.115
2013-12-19,16.312
2013-12-20,16.657
2013-12-23,17.051
2013-12-27,17.347
2013-12-30,17.288
2014-01-02,17.15
2014-01-03,17.041
2014-01-07,16.746
2014-01-08,16.657
2014-01-09,16.598
2014-01-10,16.558
2014-01-13,16.558
2014-01-14,16.736
2014-01-15,17.1
2014-01-16,17.396
2014-01-17,17.012
2014-01-20,17.012
2014-01-21,17.741
2014-01-22,17.741
2014-01-23,18.037
2014-01-24,18.086
2014-01-27,18.076
2014-01-28,17.889
2014-01-29,18.076
2014-01-30,17.958
2014-01-31,18.076
2014-02-03,17.938
2014-02-04,17.859
2014-02-05,17.781
2014-02-06,17.593
2014-02-07,17.682000000000002
2014-02-10,17.652
2014-02-11,17.692
2014-02-12,17.396
2014-02-13,17.367
2014-02-14,17.406
2014-02-17,17.15
2014-02-18,17.406
2014-02-19,17.406
2014-02-20,17.238
2014-02-21,17.002
2014-02-24,17.051
2014-02-25,16.864
2014-02-26,16.558
2014-02-27,16.47
2014-02-28,17.248
2014-03-03,16.213
2014-03-04,16.854
2014-03-05,16.608
2014-03-06,16.765
2014-03-07,16.706
2014-03-10,16.706
2014-03-11,16.509
2014-03-12,14.784
2014-03-13,13.799000000000001
2014-03-14,12.774000000000001
2014-03-17,14.755
2014-03-18,14.144
2014-03-19,14.045
2014-03-20,14.290999999999999
2014-03-21,14.784
2014-03-24,14.883
2014-03-25,14.972000000000001
2014-03-26,15.149000000000001
2014-03-27,15.198
2014-03-28,15.177999999999999
2014-03-31,15.1
2014-04-01,15.376
2014-04-02,15.671
2014-04-03,15.77
2014-04-04,15.543
2014-04-07,15.011
2014-04-08,14.981
2014-04-09,15.040999999999999
2014-04-10,14.696
2014-04-11,14.558
2014-04-14,14.39
2014-04-15,14.193
2014-04-16,14.035
2014-04-17,14.41
2014-04-22,14.834000000000001
2014-04-23,14.804
2014-04-24,14.489
2014-04-25,14.686
2014-04-28,14.686
2014-04-29,14.784
2014-04-30,14.774000000000001
2014-05-02,14.489
2014-05-05,14.183
2014-05-06,14.144
2014-05-07,13.799000000000001
2014-05-08,14.065
2014-05-09,13.749
2014-05-12,13.7
2014-05-13,13.975999999999999
2014-05-14,14.045
2014-05-15,14.045
2014-05-16,13.808
2014-05-19,14.163
2014-05-20,14.015
2014-05-21,13.995999999999999
2014-05-22,14.636
2014-05-23,14.449000000000002
2014-05-26,14.675999999999998
2014-05-27,14.587
2014-05-28,14.587
2014-05-29,14.675999999999998
2014-05-30,14.981
2014-06-02,15.177999999999999
2014-06-03,15.159
2014-06-04,15.1
2014-06-05,15.918
2014-06-06,16.262999999999998
2014-06-09,16.509
2014-06-10,16.342
2014-06-11,16.035999999999998
2014-06-12,16.262999999999998
2014-06-13,15.868
2014-06-16,16.016
2014-06-17,16.066
2014-06-18,16.46
2014-06-20,16.489
2014-06-23,16.115
2014-06-24,15.652000000000001
2014-06-25,15.218
2014-06-26,15.08
2014-06-27,14.784
2014-06-30,15.020999999999999
2014-07-01,14.853
2014-07-02,14.981
2014-07-03,14.784
2014-07-04,14.853
2014-07-07,14.784
2014-07-08,15.08
2014-07-09,15.011
2014-07-10,14.863
2014-07-11,14.735
2014-07-14,14.508
2014-07-15,14.636
2014-07-16,14.627
2014-07-17,14.686
2014-07-18,15.030999999999999
2014-07-21,15.109000000000002
2014-07-22,15.198
2014-07-23,15.376
2014-07-24,15.277000000000001
2014-07-25,15.405
2014-07-28,15.277000000000001
2014-07-29,15.277000000000001
2014-07-30,15.187999999999999
2014-07-31,15.08
2014-08-01,14.843
2014-08-04,15.030999999999999
2014-08-05,15.177999999999999
2014-08-06,14.863
2014-08-07,14.262
2014-08-08,14.290999999999999
2014-08-11,14.686
2014-08-12,14.558
2014-08-13,14.784
2014-08-14,15.08
2014-08-18,15.030999999999999
2014-08-19,15.464
2014-08-20,15.622
2014-08-21,15.967
2014-08-22,15.819
2014-08-25,15.573
2014-08-26,15.474
2014-08-27,15.77
2014-08-28,15.011
2014-08-29,15.277000000000001
2014-09-01,15.228
2014-09-02,15.325999999999999
2014-09-03,15.622
2014-09-04,15.661
2014-09-05,15.75
2014-09-08,15.77
